division_lat,division_ru,class_lat,class_ru,order_lat,order_ru,family_lat,family_ru,family_takhtajan,genus_lat,genus_ru,species_sci,species_ru,species_uz,plantarium_url,life_form,habitat_env,habitat_place,usage,range_world,range_central_asia,range_uzbekistan,endemism,protected_areas,red_book,life_form_ru,life_form_en,habitat_place_ru,habitat_place_en,usage_ru,usage_en
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Liliopsida,Однодольные,Liliales,Лилиецветные,Liliaceae,Лилейные,Liliaceae,Tulipa L.,Тюльпан,Tulipa dasystemon Regel,тюльпан волосистотычиночный,changisitukli lola,,ko'p yillik,"mayda tuproqli, shag'alli, toshloq yonbag'irlar",baland tog'lar,manzarali,"g'arbiy Tyanshan, Pomir-Oloy (O'zbekiston, Qozog'iston, Qirg'iziston, Tojikiston)",,"tizmalari Piskom, Ugom, Chotqol, Qurama, Oloy, Turkiston, Hisor",Tog'li o'rta Osiyo endemigi,"Chotqol, Zomin qo'riqxonasi, Ugom-Chotqol, Zomin milliy tabiat bog'i",true,многолетнее,perennial,высокогорья,high mountains,декоративное,ornamental
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Liliopsida,Однодольные,Liliales,Лилиецветные,Liliaceae,Лилейные,Liliaceae,Tulipa L.,Тюльпан,Tulipa dasystemonoides Vved.,тюльпан ложноволосистотычиночный,soxtachangchisitukli lola,,ko'p yillik,"mayda tuproqli, shag'alli, toshloq yonbag'irlar",baland tog'lar,manzarali,"g'arbiy Tyanshan, Pomir-Oloy (O'zbekiston, Qozog'iston, Qirg'iziston, Tojikiston)",,"tizmalari Piskom, Ugom, Chotqol, Qurama, Turkiston",Tog'li o'rta Osiyo endemigi,"Zomin qo'riqxonasi, Ugom-Chotqol milliy tabiat bog'i",false,многолетнее,perennial,высокогорья,high mountains,декоративное,ornamental
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Liliopsida,Однодольные,Liliales,Лилиецветные,Liliaceae,Лилейные,Liliaceae,Tulipa L.,Тюльпан,Tulipa dubia Vved.,тюльпан сомнительный,shubhali lola,,ko'p yillik,"mayda tuproqli, shag'alli, toshloq yonbag'irlar",baland tog'lar,manzarali,"g'arbiy Tyanshan (O'zbekiston, Qozog'iston, Qirg'iziston)",,"tizmalari Qorajontov, Piskom, Ugom, Chotqol, Qurama",G'arbiy Tyanshan endemigi,"Chotqol qo'riqxonasi, Ugom-Chotqol milliy tabiat bog'i",true,многолетнее,perennial,высокогорья,high mountains,декоративное,ornamental
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Liliopsida,Однодольные,Liliales,Лилиецветные,Liliaceae,Лилейные,Liliaceae,Tulipa L.,Тюльпан,Tulipa ferganica Vved.,тюльпан ферганский,Farg'ona lolasi,,ko'p yillik,"mayda tuproqli, shag'alli, toshloq yonbag'irlar","past tog'lar, o'rta tog'lar",manzarali,"shimoliy yonbag'ir Oloy tizmasi (O'zbekiston, Qirg'iziston)",,"tizmalari, atrofdagi Farg'ona vodiy",Farg'ona vodiylar endemigi,yo'q,true,многолетнее,perennial,"низкогорья, среднегорья","low mountains, mid mountains",декоративное,ornamental
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Liliopsida,Однодольные,Liliales,Лилиецветные,Liliaceae,Лилейные,Liliaceae,Tulipa L.,Тюльпан,Tulipa fosteriana Irving,тюльпан Фостера,Foster lolasi,,ko'p yillik,"mayda tuproqli yonbag'irlar, karnizi skal",o'rta tog'lar,manzarali,g'arbiy Pomir-Oloy (O'zbekiston),,g'arbiy qismi Zarafshon tizmasi,G'arbiy Pomir-Oloy endemigi,Kitob qo'riqxonasi,true,многолетнее,perennial,среднегорья,mid mountains,декоративное,ornamental
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Liliopsida,Однодольные,Liliales,Лилиецветные,Liliaceae,Лилейные,Liliaceae,Tulipa L.,Тюльпан,Tulipa greigii Regel,тюльпан Грейга,Greyg lolasi,,ko'p yillik,"mayda tuproqli, shag'alli, toshloq yonbag'irlar","tog'oldi, past tog'lar, o'rta tog'lar",manzarali,"g'arbiy Tyanshan (O'zbekiston, Qozog'iston, Qirg'iziston)",,"tizmalari Qorajontov, Piskom, Ugom, Chotqol, Qurama",G'arbiy Tyanshan endemigi,"Chotqol qo'riqxonasi, Ugom-Chotqol milliy tabiat bog'i",true,многолетнее,perennial,"предгорья, низкогорья, среднегорья","foothills, low mountains, mid mountains",декоративное,ornamental
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Liliopsida,Однодольные,Liliales,Лилиецветные,Liliaceae,Лилейные,Liliaceae,Tulipa L.,Тюльпан,Tulipa hissarica Vved.,тюльпан гиссарский,Hisor lolasi,,ko'p yillik,"mayda tuproqli, shag'alli, toshloq yonbag'irlar",o'rta tog'lar,manzarali,"g'arbiy Pomir-Oloy (Tojikiston, O'zbekiston)",,janubiy yonbag'ir Hisor tizmasi,G'arbiy Pomir-Oloy endemigi,yo'q,false,многолетнее,perennial,среднегорья,mid mountains,декоративное,ornamental
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Liliopsida,Однодольные,Liliales,Лилиецветные,Liliaceae,Лилейные,Liliaceae,Tulipa L.,Тюльпан,Tulipa ingens Hoog,тюльпан великий,ulug'vor lola,,ko'p yillik,"mayda tuproqli, shag'alli, toshloq yonbag'irlar","past tog'lar, o'rta tog'lar",manzarali,"g'arbiy Pomir-Oloy (O'zbekiston, Tojikiston, Turkmaniston)",,"tizmalari Zarafshon, Hisor, Ko'hitang",G'arbiy Pomir-Oloy endemigi,"Hisor, Kitob, Surxon qo'riqxonasi",true,многолетнее,perennial,"низкогорья, среднегорья","low mountains, mid mountains",декоративное,ornamental
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Liliopsida,Однодольные,Liliales,Лилиецветные,Liliaceae,Лилейные,Liliaceae,Tulipa L.,Тюльпан,Tulipa intermedia Tojibaev & J.J. de Groot,тюльпан промежуточный,"oraliqo'rinli lola, gulbarra",,ko'p yillik,"mayda tuproqli, shag'alli, toshloq yonbag'irlar",tog'oldi,manzarali,"g'arbiy Tyanshan (O'zbekiston, Qirg'iziston)",,janubiy yonbag'ir Qurama va Chotqol tizmalari,"Farg'ona vodiylar endemigi, O'zbekiston endemigi",yo'q,true,многолетнее,perennial,предгорья,foothills,декоративное,ornamental
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Liliopsida,Однодольные,Liliales,Лилиецветные,Liliaceae,Лилейные,Liliaceae,Tulipa L.,Тюльпан,Tulipa kaufmanniana Regel,тюльпан Кауфмана,Kaufman lolasi,,ko'p yillik,"mayda tuproqli, shag'alli, toshloq yonbag'irlar","tog'oldi, past tog'lar, o'rta tog'lar, baland tog'lar",manzarali,"g'arbiy Tyanshan (O'zbekiston, Qozog'iston, Qirg'iziston, Tojikiston)",,"tizmalari Qorajontov, Piskom, Ugom, Chotqol, Qurama",G'arbiy Tyanshan endemigi,"Chotqol qo'riqxonasi, Ugom-Chotqol milliy tabiat bog'i",true,многолетнее,perennial,"предгорья, низкогорья, среднегорья, высокогорья","foothills, low mountains, mid mountains, high mountains",декоративное,ornamental
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Liliopsida,Однодольные,Liliales,Лилиецветные,Liliaceae,Лилейные,Liliaceae,Tulipa L.,Тюльпан,Tulipa kaufmanniana Regel subsp. tschimganica (Botschantz.) Tojibaev,тюльпан чимганский,Chimyon lolasi,,ko'p yillik,"mayda tuproqli, shag'alli, toshloq yonbag'irlar","past tog'lar, o'rta tog'lar",manzarali,g'arbiy Tyanshan (O'zbekiston),,,G'arbiy Tyanshan endemigi,"Chotqol qo'riqxonasi, Ugom-Chotqol milliy tabiat bog'i",false,многолетнее,perennial,"низкогорья, среднегорья","low mountains, mid mountains",декоративное,ornamental
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Liliopsida,Однодольные,Liliales,Лилиецветные,Liliaceae,Лилейные,Liliaceae,Tulipa L.,Тюльпан,Tulipa korolkovii Regel,тюльпан Королькова,Korolkov lolasi,,ko'p yillik,"mayda tuproqli, shag'alli, toshloq yonbag'irlar","tog'oldi, past tog'lar, o'rta tog'lar",manzarali,"janubi-g'arbiy Tyanshan, g'arbiy va janubiy Pomir-Oloy (O'zbekiston, Qozog'iston, Tojikiston, Turkmaniston)",,"tizmalari Turkiston, Molguzar, Zarafshon, Hisor, Ko'hitang, Bobotog', Qurama, Chotqol, Nurota tog'lari, Prinuratinskie qoldiq tog'lar",,"Hisor, Zomin, Kitob, Nurota, Surxon qo'riqxonalar, Zomin milliy tabiat bog'i",true,многолетнее,perennial,"предгорья, низкогорья, среднегорья","foothills, low mountains, mid mountains",декоративное,ornamental
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Liliopsida,Однодольные,Liliales,Лилиецветные,Liliaceae,Лилейные,Liliaceae,Tulipa L.,Тюльпан,Tulipa korshinskyi Vved.,тюльпан Коржинского,Korjinskiy lolasi,,ko'p yillik,toshloq yonbag'irlar,"o'rta tog'lar, baland tog'lar",manzarali,"Pomir-Oloy (Tojikiston, O'zbekiston)",,Hisor tizmasi,Pomir-Oloy endemigi,yo'q,false,многолетнее,perennial,"среднегорья, высокогорья","mid mountains, high mountains",декоративное,ornamental
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Liliopsida,Однодольные,Liliales,Лилиецветные,Liliaceae,Лилейные,Liliaceae,Tulipa L.,Тюльпан,Tulipa lanata Regel,тюльпан шерстистый,sertuk lola,,ko'p yillik,"mayda tuproqli, shag'alli, toshloq yonbag'irlar","past tog'lar, o'rta tog'lar",manzarali,"janubi-g'arbiy Pomir-Oloy (O'zbekiston, Tojikiston)",,"tizmalari Hisor, Ko'hitang, Bobotog'",Janubi-g'arbiy Pomir-Oloy endemigi,Surxon qo'riqxonasi,true,многолетнее,perennial,"низкогорья, среднегорья","low mountains, mid mountains",декоративное,ornamental
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Liliopsida,Однодольные,Liliales,Лилиецветные,Liliaceae,Лилейные,Liliaceae,Tulipa L.,Тюльпан,Tulipa lehmanniana Merckl. ex Bunge,тюльпан Лемана,Leman lolasi,,ko'p yillik,"qumli va gilli cho'llar, qoldiq tog'li past tog'lar","tekislik, tog'oldi",manzarali,"Qizilqum, Qoraqum, Mirzacho'l, Kopetdog', Badhiz, Farg'ona vodiy, Mo'yinqum, Betpaqdala, tog'oldi tekisliklar g'arbiy Tyanshan va Pomir-Oloy (O'zbekiston, Qozog'iston, Tojikiston, Turkmaniston), Eron, shimoliy Afg'oniston",,"Qizilqum, Mirzacho'l, predgornaya tekislik Nurota tog'lar",,yo'q,true,многолетнее,perennial,"равнина, предгорья","plain, foothills",декоративное,ornamental
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Liliopsida,Однодольные,Liliales,Лилиецветные,Liliaceae,Лилейные,Liliaceae,Tulipa L.,Тюльпан,Tulipa micheliana Th.M. Hoog,тюльпан Михели,"Mixel lolasi, dilband lola",,ko'p yillik,"mayda tuproqli, shag'alli, toshloq yonbag'irlar","tekislik, tog'oldi, past tog'lar",manzarali,"g'arbiy Pomir-Oloy, Kopetdog' (O'zbekiston, Tojikiston, Turkmaniston, Eron)",,"Hisor tizmasi va uning g'arbiy tarmoqlari, tizmalari Zarafshon, Ko'hitang, Molguzar, tog'oldi Turkiston tizmasi, Nurota tog'lari, Prinuratinskie qoldiq tog'lar",,"Nurota, Surxon qo'riqxonalar",true,многолетнее,perennial,"равнина, предгорья, низкогорья","plain, foothills, low mountains",декоративное,ornamental
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Liliopsida,Однодольные,Liliales,Лилиецветные,Liliaceae,Лилейные,Liliaceae,Tulipa L.,Тюльпан,Tulipa mogoltavica Popov & Vved.,тюльпан моголтавский,Mo'g'ultog' lolasi,,ko'p yillik,"mayda tuproqli, shag'alli, toshloq yonbag'irlar","tog'oldi, past tog'lar, o'rta tog'lar",manzarali,"g'arbiy Tyanshan (O'zbekiston, Tojikiston)",,"tizmalari Qurama, Chotqol",G'arbiy Tyanshan endemigi,"Chotqol qo'riqxonasi, Ugom-Chotqol milliy tabiat bog'i",false,многолетнее,perennial,"предгорья, низкогорья, среднегорья","foothills, low mountains, mid mountains",декоративное,ornamental
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Liliopsida,Однодольные,Liliales,Лилиецветные,Liliaceae,Лилейные,Liliaceae,Tulipa L.,Тюльпан,Tulipa orythioides Vved.,тюльпан оритиевидный,"oritiya lola, oritiyasimon lola",,ko'p yillik,toshloq yonbag'irlar,baland tog'lar,manzarali,g'arbiy Pomir-Oloy (O'zbekiston),,janubiy yonbag'ir Hisor tizmasi,"Hisor tizmasi endemigi, O'zbekiston endemigi",yo'q,true,многолетнее,perennial,высокогорья,high mountains,декоративное,ornamental
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Liliopsida,Однодольные,Liliales,Лилиецветные,Liliaceae,Лилейные,Liliaceae,Tulipa L.,Тюльпан,Tulipa scharipovii Tojibaev,тюльпан Шарипова,"Sharipov lolasi, gulbarra",,ko'p yillik,"mayda tuproqli, shag'alli, toshloq yonbag'irlar","tog'oldi, past tog'lar",manzarali,shimoliy tog'oldi Farg'ona vodiylar (O'zbekiston),,janubiy yonbag'ir Qurama va Chotqol tizmalari,"Farg'ona vodiylar endemigi, O'zbekiston endemigi",yo'q,true,многолетнее,perennial,"предгорья, низкогорья","foothills, low mountains",декоративное,ornamental
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Liliopsida,Однодольные,Liliales,Лилиецветные,Liliaceae,Лилейные,Liliaceae,Tulipa L.,Тюльпан,Tulipa sogdiana Merckl.,тюльпан согдийский,Sug'd lolasi,,ko'p yillik,"qumli, gilli, toshloq cho'llar, qoldiq tog'li past tog'lar",tekislik,manzarali,"Qizilqum, Qoraqum, Qarshi dasht, tog'oldi tekisliklar janubiy Pomir-Oloy, Ustyurt (O'zbekiston, Qozog'iston, Turkmaniston), Eron, Afg'oniston",,"Qizilqum, Qarshi dasht, Ustyurt",,"Quyi Amudaryo biosfera rezervati, Qizilqum qo'riqxonasi",false,многолетнее,perennial,равнина,plain,декоративное,ornamental
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Liliopsida,Однодольные,Liliales,Лилиецветные,Liliaceae,Лилейные,Liliaceae,Tulipa L.,Тюльпан,Tulipa talassica Lazkov aff.,тюльпан таласский,Talos lolasi,,ko'p yillik,"mayda tuproqli, shag'alli, toshloq yonbag'irlar","tog'oldi, past tog'lar, o'rta tog'lar",manzarali,"g'arbiy Tyanshan (Qirg'iziston, O'zbekiston)",,janubiy yonbag'ir Qurama va Chotqol tizmalari,G'arbiy Tyanshan endemigi,yo'q,false,многолетнее,perennial,"предгорья, низкогорья, среднегорья","foothills, low mountains, mid mountains",декоративное,ornamental
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Liliopsida,Однодольные,Liliales,Лилиецветные,Liliaceae,Лилейные,Liliaceae,Tulipa L.,Тюльпан,Tulipa tubergeniana Hoog,тюльпан Тубергена,Tubergen lolasi,,ko'p yillik,"mayda tuproqli, shag'alli, toshloq yonbag'irlar, ola-bula rangli tog' jinslari ochilmalari","tog'oldi, past tog'lar",manzarali,"janubi-g'arbiy Pomir-Oloy (O'zbekiston, Tojikiston)",,"janubiy yonbag'ir Hisor tizmasi, Ko'hitang, Bobotog'",Janubi-g'arbiy Pomir-Oloy endemigi,Surxon qo'riqxonasi,true,многолетнее,perennial,"предгорья, низкогорья","foothills, low mountains",декоративное,ornamental
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Liliopsida,Однодольные,Liliales,Лилиецветные,Liliaceae,Лилейные,Liliaceae,Tulipa L.,Тюльпан,Tulipa turkestanica Regel,тюльпан туркестанский,Turkiston lolasi,,ko'p yillik,"mayda tuproqli, shag'alli, toshloq yonbag'irlar","tog'oldi, past tog'lar, o'rta tog'lar",manzarali,"g'arbiy Tyanshan, Pomir-Oloy (O'zbekiston, Qozog'iston, Qirg'iziston, Tojikiston)",,"tizmalari Turkiston, Zarafshon, Hisor, Molguzar, Ko'hitang, Nurota tog'lari bilan prilegayushchimi ostansami, Farg'ona vodiy",Tog'li o'rta Osiyo endemigi,"Nurota, Zomin, Kitob, Hisor, Surxon qo'riqxonalar, Ugom-Chotqol, Zomin milliy tabiat bog'lari",false,многолетнее,perennial,"предгорья, низкогорья, среднегорья","foothills, low mountains, mid mountains",декоративное,ornamental
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Liliopsida,Однодольные,Liliales,Лилиецветные,Liliaceae,Лилейные,Liliaceae,Tulipa L.,Тюльпан,Tulipa uzbekistanica Botschantz. & Scharipov,тюльпан узбекистанский,O'zbekiston lolasi,,ko'p yillik,ola-bula rangli tog' jinslari ochilmalari,past tog'lar,manzarali,janubi-g'arbiy Pomir-Oloy (O'zbekiston),,g'arbiy tarmoqlari Hisor tizmasi,"G'arbiy tarmoqlari Hisor tizmasi endemigi, O'zbekiston endemigi",yo'q,true,многолетнее,perennial,низкогорья,low mountains,декоративное,ornamental
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Liliopsida,Однодольные,Liliales,Лилиецветные,Liliaceae,Лилейные,Liliaceae,Tulipa L.,Тюльпан,Tulipa vvedenskyi Botschantz.,тюльпан Введенского,Vvedenskiy lolasi,,ko'p yillik,"shag'alli, toshloq yonbag'irlar",o'rta tog'lar,manzarali,g'arbiy Tyanshan (O'zbekiston),,"tizmalari Qurama, Chotqol","G'arbiy Tyanshan endemigi, O'zbekiston endemigi","Chotqol qo'riqxonasi, Ugom-Chotqol milliy tabiat bog'i",true,многолетнее,perennial,среднегорья,mid mountains,декоративное,ornamental
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Liliopsida,Однодольные,Liliales,Лилиецветные,Liliaceae,Лилейные,Liliaceae,Lloidia Salisb.,Ллойдия,Lloidia serotina (L.) Reichenb.,ллойдия поздняя,kechki lloydiya,,ko'p yillik,"nam toshloq yonbag'irlar, qoyalar, tosh sochilmalari, morenalar",baland tog'lar,manzarali,arktik va baland tog'li hududlar shimoliy yarimshari,"Tarbag'atoy, Jung'or Olatovi, Tyanshan, Pomir-Oloy",,,,false,многолетнее,perennial,высокогорья,high mountains,декоративное,ornamental
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Liliopsida,Однодольные,Liliales,Лилиецветные,Liliaceae,Лилейные,Liliaceae,Korolkowia Regel,Корольковия,Korolkowia sewerzowii Regel,корольковия Северцова,Severtsov olg'isi,,ko'p yillik,"sho'rtob joylar, lyossli, mayda tuproqli, shag'alli, toshloq yonbag'irlar","tog'oldi, past tog'lar, o'rta tog'lar","dorivor, manzarali","Chu-Ili tog'lari, g'arbiy Tyanshan, shimoliy Pomir-Oloy","Chu-Ili tog'lari, g'arbiy Tyanshan, shimoliy Pomir-Oloy",,,,false,многолетнее,perennial,"предгорья, низкогорья, среднегорья","foothills, low mountains, mid mountains","лекарственное, декоративное","medicinal, ornamental"
